08:23:09 > [         10019904261] [0 61]
08:23:23 > [         10019904262] [0 61]
09:03:23 > [         10019904263] [0 61]
09:03:53 > [         10019904264] [0 61]
09:47:38 > [         10012202128] [0 61]
09:48:08 > [         10012202188] [0 61]
09:48:38 > [         10012202235] [0 61]
09:49:08 > [         10012202287] [0 61]
09:49:37 > [         10012202294] [0 61]
09:50:08 > [         10012202355] [0 61]
09:51:08 > [         10012202405] [0 61]
09:51:37 > [         10012300196] [0 61]
09:52:08 > [         10012300208] [0 61]
09:52:38 > [         10012300262] [0 61]
09:53:07 > [         10012202085] [0 61]
09:53:38 > [         10012202274] [0 61]
09:54:08 > [         10012201911] [0 61]
09:54:38 > [         10012300218] [0 61]
09:55:07 > [         10012300168] [0 61]
10:00:08 > [         10012202385] [0 61]
10:27:07 > [         10012202128] [0 61]
10:27:38 > [         10012202188] [0 61]
10:28:06 > [         10012202235] [0 61]
10:28:38 > [         10012202287] [0 61]
10:29:07 > [         10012202294] [0 61]
10:29:38 > [         10012202355] [0 61]
10:30:07 > [         10012202385] [0 61]
10:30:38 > [         10012202405] [0 61]
10:31:07 > [         10012300196] [0 61]
10:31:39 > [         10012300208] [0 61]
10:32:06 > [         10012300262] [0 61]
10:32:38 > [         10012202085] [0 61]
10:33:07 > [         10012202274] [0 61]
10:33:38 > [         10012201911] [0 61]
10:34:06 > [         10012300218] [0 61]
10:34:39 > [         10012300168] [0 61]
