08:18:10 > [         10019904057] [0 61]
08:18:26 > [         10019904058] [0 61]
08:18:29 > [         10019904046] [0 62]
08:18:59 > [         10019904047] [0 62]
08:19:28 > [         10019904055] [0 62]
08:19:43 > [         10019904056] [0 62]
08:49:13 > [         10019904050] [0 62]
08:49:29 > [         10019904051] [0 62]
08:49:44 > [         10019904052] [0 62]
08:49:59 > [         10019904053] [0 62]
08:50:13 > [         10019904054] [0 62]
08:57:59 > [         10019904048] [0 62]
08:58:25 > [         10019904059] [0 61]
08:58:28 > [         10019904049] [0 62]
08:58:55 > [         10019904060] [0 61]
09:17:28 > [         10012103251] [0 62]
09:17:44 > [         10012103256] [0 62]
09:28:43 > [         10012103070] [0 62]
09:28:58 > [         10012103138] [0 62]
09:29:09 > [         10012103287] [0 61]
09:29:28 > [         10012103149] [0 62]
09:29:42 > [         10012103493] [0 61]
09:29:58 > [         10012103174] [0 62]
09:30:10 > [         10012103630] [0 61]
09:30:28 > [         10012103180] [0 62]
09:30:40 > [         10012200327] [0 61]
09:31:10 > [         10012200341] [0 61]
09:31:25 > [         10012200733] [0 61]
09:32:09 > [         10012102862] [0 61]
09:33:10 > [         10012200486] [0 61]
09:43:58 > [         10012201060] [0 62]
09:44:28 > [         10012201018] [0 62]
09:47:39 > [         10012201081] [0 61]
09:58:40 > [         10012200020] [0 61]
09:59:13 > [         10012201130] [0 62]
10:08:14 > [         10012103070] [0 62]
10:08:39 > [         10012103287] [0 61]
10:08:58 > [         10012103149] [0 62]
10:09:10 > [         10012103493] [0 61]
10:09:28 > [         10012103174] [0 62]
10:09:40 > [         10012103630] [0 61]
10:09:58 > [         10012103180] [0 62]
10:10:09 > [         10012200327] [0 61]
10:10:41 > [         10012200341] [0 61]
10:10:54 > [         10012201150] [0 61]
10:11:25 > [         10012102862] [0 61]
10:12:23 > [         10012200486] [0 61]
10:15:58 > [         10012201156] [0 62]
10:23:58 > [         10012201018] [0 62]
10:37:41 > [         10012103464] [0 61]
10:38:09 > [         10012200020] [0 61]
10:40:58 > [         10012200868] [0 62]
10:41:28 > [         10012201091] [0 62]
10:41:58 > [         10012200898] [0 62]
10:42:28 > [         10012200939] [0 62]
10:43:25 > [         10012200839] [0 61]
10:43:54 > [         10012201009] [0 61]
10:43:58 > [         10012200681] [0 62]
10:44:25 > [         10012201071] [0 61]
10:44:28 > [         10012200775] [0 62]
10:44:54 > [         10012201183] [0 61]
10:44:58 > [         10012200973] [0 62]
10:45:26 > [         10012200988] [0 61]
10:45:28 > [         10012200962] [0 62]
10:45:54 > [         10012200599] [0 61]
10:46:25 > [         10012200651] [0 61]
10:46:56 > [         10012200908] [0 61]
10:47:24 > [         10012200928] [0 61]
10:49:25 > [         10012200858] [0 61]
10:50:25 > [         10012201150] [0 61]
10:53:43 > [         10012201324] [0 62]
11:09:55 > [         10012201367] [0 61]
11:14:58 > [         10012201388] [0 62]
11:20:28 > [         10012200868] [0 62]
11:20:58 > [         10012201091] [0 62]
11:21:28 > [         10012200898] [0 62]
11:21:58 > [         10012200939] [0 62]
11:22:54 > [         10012200839] [0 61]
11:23:25 > [         10012201009] [0 61]
11:23:28 > [         10012200681] [0 62]
11:23:54 > [         10012201071] [0 61]
11:23:58 > [         10012200775] [0 62]
11:24:26 > [         10012201183] [0 61]
11:24:28 > [         10012200973] [0 62]
11:24:55 > [         10012200988] [0 61]
11:24:58 > [         10012200962] [0 62]
11:25:25 > [         10012200599] [0 61]
11:25:53 > [         10012200651] [0 61]
11:26:25 > [         10012200908] [0 61]
11:26:53 > [         10012200928] [0 61]
11:28:40 > [         10012200858] [0 61]
11:28:43 > [         10012201424] [0 62]
11:49:24 > [         10012201367] [0 61]
11:49:40 > [         10012201519] [0 61]
11:50:09 > [         10012201497] [0 61]
12:08:13 > [         10012201424] [0 62]
12:20:28 > [         10012201585] [0 62]
12:23:25 > [         10012201640] [0 61]
12:23:53 > [         10012201622] [0 61]
12:29:40 > [         10012201497] [0 61]
12:29:58 > [         10012201666] [0 62]
12:40:25 > [         10012201470] [0 61]
12:50:28 > [         10012201695] [0 62]
12:59:58 > [         10012201585] [0 62]
13:09:27 > [         10012201666] [0 62]
13:19:55 > [         10012201470] [0 61]
14:13:38 > [         10012201622] [0 61]
14:16:25 > [         10012201939] [0 61]
14:23:58 > [         10012201964] [0 62]
14:25:39 > [         10012201982] [0 61]
14:28:27 > [         10012201938] [0 62]
14:28:42 > [         10012201938] [0 62]
14:36:57 > [         10012201981] [0 62]
14:37:12 > [         10012201981] [0 62]
14:50:12 > [         10012202030] [0 62]
14:50:27 > [         10012201437] [0 62]
14:50:57 > [         10012202038] [0 62]
14:54:54 > [         10012201939] [0 61]
15:03:27 > [         10012201964] [0 62]
15:04:12 > [         10012202045] [0 62]
15:04:42 > [         10012202052] [0 62]
15:05:09 > [         10012201982] [0 61]
15:16:12 > [         10012202062] [0 62]
15:26:12 > [         10012202104] [0 62]
15:30:27 > [         10012202038] [0 62]
15:43:28 > [         10012202045] [0 62]
15:44:12 > [         10012202052] [0 62]
15:55:42 > [         10012202062] [0 62]
16:05:42 > [         10012202104] [0 62]
